respondent.commune,business_name,place_id,fr_categories,business_address,treatment_arm
Affieux,Le Bosphore,ChIJHZXdPBFF-EcRfnNje_DiFTM,"Restaurant Turc, Kebab","3 All. Des Remparts, Égletons",1
Affieux,Anatoli,ChIJFdljSBBF-EcRpo0oJHGDBI0,"Restaurant Turc, Kebab","32 Av. Charles De Gaulle, Égletons",1
Affieux,Z&M Snaking Kebab Tacos Paninis Boulangerie Salon De Thé,ChIJv2wDYu1F-EcRYH1uCFhwrkQ,Boulangerie,"26 Av. Charles De Gaulle, Égletons",1
Affieux,Royal Kebab Restaurant,ChIJJyPpg4oP-UcRi1nJCRY37Mw,Restaurant De Restauration Rapide,"5 Av. Du Maréchal Foch, Eymoutiers",1
Affieux,Boaz Restaurant,ChIJP5xoxHhF-EcRapGWynznxhA,"Restaurant, Restaurant Halal, Restaurant Turc","Av. Charles De Gaulle 57, Égletons",1
Affieux,Café De Paris,ChIJsW_1m5v--EcRMXeEVt9cquk,"Bar Pmu, Café, Kiosque À Journaux, Brasserie","1 Av. Du Général De Gaulle, Treignac",0
Affieux,Crêperie Des Remparts,ChIJ0fJwNXv_-EcRxzGU5-l8Vwk,Crêperie,"10 Rue Léo Champseix, Treignac",0
Affieux,Restaurant Bar La Flambée,ChIJWR-d_pb--EcRcZkeGrasfDw,Restaurant Français,"38 Av. Paul Plazanet, Treignac",0
Affieux,Hôtel Restaurant Logis La Brasserie,ChIJ9XdGh5H--EcRE-Ogx3ux_m0,"Restaurant, Restaurant Français, Hôtel","4 Route De Guéret, Treignac",0
Affieux,Auberge Du Rochefort,ChIJjZQ6z-j6-EcRQ943x0n7uY0,"Restaurant, Restaurant Français, Magasin D'articles Pour La Maison, Hôtel, Bar À Vin","36 Av. De La Libération, Le Lonzac",0
Affieux,Chez Michel,ChIJJQE65Dfi-EcRer79lCbulYM,"Restaurant, Restaurant Indien","3 Rue Du Château 1, Meilhards",NA
Affieux,Indochine,ChIJuZF_UBBF-EcRNLhJrCtHl5M,"Restaurant Asiatique, Restaurant Chinois","5 All. Des Remparts, Égletons",NA
Affieux,L'orchidée,ChIJQ7NhoVmL-EcRBgCpuGvjm0U,"Restaurant Japonais, Restaurant Asiatique, Restaurant De Sushis","Centre Citéa, Tulle",NA
Affieux,Maki Chef Tulle,ChIJX3uByhuL-EcRvkXYflRzaf0,Restaurant Asiatique,"Intermarché Super Tulle Centre Commercial Citea, Tulle",NA
Affieux,Restaurant Indien - Indresto',ChIJw7QaNMKN-EcRaFREQD1uI6c,Restaurant Indien,"17 Côte Du Monteil, Tulle",NA
Aix,Istambul Kebab,ChIJKXN8MuMy-EcR6-FQbWguQsE,"Restaurant Turc, Restaurant De Restauration Rapide, Kebab","56 Av. Carnot, Ussel",1
Aix,Kebab Snack,ChIJ9Vu-_doz-EcRiOzhH7yXSGg,Kebab,"11 Av. Carnot, Ussel",1
